,type,abstract,detail,aspect,post_nega,brand
12,assess,Global 100,"The Global 100 Most Sustainable Corporations in the World list is an extensive data-driven corporate sustainability assessment. The ranked companies are leaders in the field of a sustainable business approach. The efficiency of a company's energy, water, CO2 and waste management is measured in relation to its total sales volume. The disclosure of that information is a pre-condition for the assessment. This company ranked #20 in the 2016 Global 100.
[Source 2016][More on Sustainability Reporting]",Business Ethics, lesser praise ,H&M
13,assess,66.5% in Newsweek Green Rankings 2016,"This company received a score of 66.5/100 in the Newsweek Green Rankings 2016, which ranks the world's largest publicly traded companies on eight indicators covering energy, greenhouse gases, water, waste, fines and penalties, linking executive pay to sustainability targets, board-level committee oversight of environmental issues and third-party audits. Ranking methodology by Corporate Knights and HIP Investor.
[Source 2016][More on Sustainability Reporting]",Business Ethics, lesser praise ,H&M
14,assess,Workers rights in Cambodia & India,"This 2016 report from the Asia Floor Wage Alliance finds evidence of widespread exploitation in H&M supplier factories in Cambodia and India. 
[Source 2016][More on Workers Rights]",Social, Criticism,H&M
15,assess,Workers rights in Bangladesh,"The average worker in the Bangladeshi garment industry is getting paid only one third of what is considered to be a living wage. Low wages and long working hours have been found to play a key role in parents' decisions to take their children out of school and let them work in various jobs.  This company was identified in SOMO's 2017 report 'Branded Childhood' as contributing to this situation.
[Source 2017][More on Workers Rights]",Social, Criticism,H&M
16,assess,Workers rights in Cambodia,"This company is one of the top 5 companies sourcing from Cambodia, where the minimum wage is just 21% of what Asia Floor Wage calculate to be a living wage for the country. Cambodia's garment workers endure excessive overtime, low wages, malnourishment (sometimes leading to mass fainting), violence and intimidation.
[Source 2014][More on Workers Rights]",Social, Criticism,H&M
17,assess,Child labour scorecard,"This website by German NGO Earth Link rates companies on their corporate policies against child labour, production monitoring and accusations of child labour. This company received at least one red mark, indicating poor performance in one or more of these areas.
[Source 2013][More on Human Rights]",Social, lesser criticism,H&M
18,assess,Factory safety in Bangladesh,"Three years after H&M became the first signatory to the Accord on Fire and Building Safety in Bangladesh, almost all of its factories remain behind schedule in carrying out the mandated renovations, with 70% of its strategic suppliers still lacking adequate fire exits.
[Source 2016][More on Workers Rights]",Social, lesser criticism,H&M
19,assess,Workers rights in India,"This 2016 investigative report by the India Committee of the Netherlands (ICN) reveals how migrant garment workers in Bangalore, South India endure appalling living conditions, low wages and restricted freedom of movement. This company pledged to take serious action after being named in the report as sourcing from Bangalore.
[Source 2016][More on Workers rights]",Social, lesser criticism,H&M
20,assess,Water pollution in Indonesia,"According to Greenpeace's 2013 report ""Toxic Threads: a story of big brands and water pollution in Indonesia"", this company had a business relationship in the recent past with PT Gistex Group, the company responsible for discharging a wide range of hazardous substances directly into the Citarum River in Indonesia.
[Source 2013][More on Habitats]",Environment, minor criticism,H&M
21,assess,Paper policy,"Following a campaign by the Rainforest Action Network in 2009, this company pledged to take concrete action to clean their supply chains of rainforest paper and sever relationships with companies (like Asia Pulp and Paper) who continue to destroy high conservation and endangered forests in Indonesia and elsewhere.
[Source 2010][More on Forests]",Environment, minor praise,H&M
22,assess,Fashion Loved by Forest member,"This company is a member of the Fashion Loved by Forest campaign, which came about when research found that millions of trees are used every year to produce dissolving pulp, a key ingredient for fabrics such as rayon/viscose. The campaign seeks to phase out the use of endangered forest fibre in fabric.
[Source 2015][More on Forests]",Environment, minor praise,H&M
23,assess,Detox progress,"Greenpeace launched its ""Detox My Fashion"" campaign in 2011 to expose the direct links between global clothing brands, their suppliers and toxic water pollution around the world. As a result, many companies, including this one, committed to Greenpeace's Detox Program. The 2016 Detox Catwalk report focused on implementation, assessing the steps taken by fashion brands to fulfil their commitments using three criteria: Detox 2020 plan, PFC elimination and Transparency. This company is ""ahead of the curve and on track to meet their commitments"".
[Source 2016][More on Habitats]",Environment, minor praise,H&M
