abstract,detail,company_name,aspect,post_nega,company_id
Controversies,"Wikipedia lists a number of controversies for this company: In October 2010, Woolworths came under fire as they opted to remove Christian magazines from their shelves and discontinue their sale; In 2012 the South African Advertising Standards Authority ruled that Woolworths' vintage cold drink range was an imitation of a rival soft drinks range; In September 2012 Woolworths was accused of racism by some groups for allegedly discriminating against white job applicants and staff; In October 2013 rumours of plagiarism surfaced when Euodia Roets, a South African artist, accused Woolworths of using her designs that were kept as sample after contract negations which failed.
[Source 2015][More on Human Rights]",Country Road,Social, minor criticism,38
Partnership with WWF in South Africa,"In Nov 2012 the World Wide Fund for Nature South Africa (WWF-SA) and Woolworths announced a broad-based, multifaceted partnership to drive greater sustainability through selected Woolworths products and operations. The three year partnership ""recognises the growing congruence between WWF-SA and Woolworths interests in, among others: the conservation of energy; freshwater ecosystems; the promotion of sustainable agricultural practices; and the protection of fish stocks.""
[Source 2012][More on Forests]",Country Road,Environment, minor praise,38
Climate action commitments,"As listed on the We Mean Business website, this company has committed to the following climate action initiatives: adopt a science-based emissions reduction target; report climate change information in mainstream reports as a fiduciary duty; remove commodity-driven deforestation from all supply chains by 2020; improve water security.
[Source 2017][More on Climate Change]",Country Road,Environment, minor praise,38
Good Egg Award 2014 (South Africa),"Compassion in World Farming is a UK-based organisation which works with the European food industry to encourage and reward commitment, transparency, performance and innovation in the field of animal welfare. This company won their Good Egg Award in 2014 for their work with free-range eggs.
[Source 2014][More on Animal Rights]",Country Road,Animals, minor praise,38
Better Cotton Initiative member,"This company is a member of the Better Cotton Initiative, a voluntary program which encourages the adoption of better management practices in cotton cultivation to achieve measurable reductions in key environmental impacts, while improving social and economic benefits for cotton farmers, small and large, worldwide.
[Source 2016][More on Multi-Stakeholder Initiatives]",Country Road,Business Ethics, minor praise,38
Textile Exchange member,"Textile Exchange (formerly known as Organic Exchange) is a US-based non-profit organization which operates internationally and is committed to the responsible expansion of textile sustainability across the global textile value chain, with a special focus on organic cotton.
[Source 2013][More on Multi-Stakeholder Initiatives]",Country Road,Business Ethics, minor praise,38
Sustainability Champion,"This company was designated a ""New Sustainability Champion"" in this 2010 document (page 42) from the World Economic Forum and the Boston Consulting Group. New Sustainability Champions proactively turn constraints into opportunities through innovation, embed sustainability in their company culture, and actively shape their business environments.
[Source 2010][More on Governance]",Country Road,Business Ethics, minor praise,38
Sustainability reporting,"Follow link to see this company's latest sustainability reports.
[Source 2015][More on Sustainability Reporting]",Country Road,Business Ethics, minor praise,38
ethical clothing australia accreditation,"Accredited and licensed to display the 'Ethical Clothing Australia' Trade Mark on their Australian-made garments, which ensures Australian workers receive fair wages and decent conditions.
[Source 2017][More on Workers Rights]",Cue Clothing,Social, Praise,39
Uzbek cotton commitment,"This company has signed the Cotton Pledge with the Responsible Sourcing Network, signifying a public commitment to not use Uzbekistani cotton. (Uzbekistan is the world's fifth largest exporter of cotton and has for decades been criticised for using the forced labour of its schoolchildren to harvest that cotton by hand under appalling conditions. This practice is organised and controlled by the central government).
[Source 2016][More on Human Rights]",Cue Clothing,Social, lesser praise ,39
B- grade at Behind the Barcode,"B- grade in the Baptist World Aid Australia's 'Ethical Fashion Report 2017', which grades companies, from A to F, on the strength of their systems to mitigate against the risks of forced labour, child labour, and exploitation in their supply chains. Assessment criteria fall into four main categories: policies, knowing suppliers, auditing and supplier relationships, and worker empowerment.
[Source 2017][More on Workers Rights]",Cue Clothing,Social, lesser praise ,39
Australian Packaging Covenant signatory,"Signatory to the Australian Packaging Covenant, a voluntary agreement to encourage waste minimisation.
[Source 2017][More on Packaging]",David Jones,Environment, lesser praise ,40
B+ grade at Behind the Barcode,"B+ grade in the Baptist World Aid Australia's 'Ethical Fashion Report 2017', which grades companies, from A to F, on the strength of their systems to mitigate against the risks of forced labour, child labour, and exploitation in their supply chains. Assessment criteria fall into four main categories: policies, knowing suppliers, auditing and supplier relationships, and worker empowerment.
[Source 2017][More on Workers Rights]",David Jones,Social, lesser praise ,40
Efforts to pay a living wage,"Oxfam Australia's Company Tracker compares the big clothing brands on their efforts to pay a living wage to the women working in their factories. This company has not published a list of its supplier factories or made a public commitment to paying living wages.
[Source 2017][More on Workers Rights]",David Jones,Social, lesser criticism,40
